Mode,LineAbbr,Month,Year,ServiceType,AvgBoardings,City,County,ObjectId
Commuter Rail,750,January,2017,SAT,6758,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",1
Commuter Rail,750,January,2017,WKD,17856,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",2
Commuter Rail,750,February,2017,SAT,7195,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",3
Commuter Rail,750,February,2017,WKD,17747,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",4
Commuter Rail,750,March,2017,SAT,8591,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",5
Commuter Rail,750,March,2017,WKD,17446,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",6
Commuter Rail,750,April,2017,SAT,7706,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",7
Commuter Rail,750,April,2017,WKD,16963,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",8
Commuter Rail,750,May,2017,SAT,6437,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",9
Commuter Rail,750,May,2017,WKD,16428,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",10
Commuter Rail,750,June,2017,SAT,7231,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",11
Commuter Rail,750,June,2017,WKD,17067,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",12
Commuter Rail,750,July,2017,SAT,6341,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",13
Commuter Rail,750,July,2017,WKD,16786,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",14
Commuter Rail,750,August,2017,SAT,7349,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",15
Commuter Rail,750,August,2017,WKD,17968,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",16
Commuter Rail,750,September,2017,SAT,8338,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",17
Commuter Rail,750,September,2017,WKD,19155,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",18
Commuter Rail,750,October,2017,SAT,7845,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",19
Commuter Rail,750,October,2017,WKD,17144,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",20
Commuter Rail,750,November,2017,SAT,7390,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",21
Commuter Rail,750,November,2017,WKD,18639,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",22
Commuter Rail,750,December,2017,SAT,10155,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",23
Commuter Rail,750,December,2017,WKD,17880,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",24
Commuter Rail,750,January,2018,SAT,6287,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",25
Commuter Rail,750,January,2018,WKD,17738,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",26
Commuter Rail,750,February,2018,SAT,6058,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",27
Commuter Rail,750,February,2018,WKD,18092,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",28
Commuter Rail,750,March,2018,SAT,7717,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",29
Commuter Rail,750,March,2018,WKD,17232,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",30
Commuter Rail,750,April,2018,SAT,7651,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",31
Commuter Rail,750,April,2018,WKD,17386,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",32
Commuter Rail,750,May,2018,SAT,6179,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",33
Commuter Rail,750,May,2018,WKD,17238,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",34
Commuter Rail,750,June,2018,SAT,7911,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",35
Commuter Rail,750,June,2018,SUN,2295,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",36
Commuter Rail,750,June,2018,WKD,17701,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",37
Commuter Rail,750,July,2018,SAT,5419,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",38
Commuter Rail,750,July,2018,WKD,17243,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",39
Commuter Rail,750,August,2018,SAT,7458,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",40
Commuter Rail,750,August,2018,WKD,18940,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",41
Commuter Rail,750,September,2018,SAT,8385,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",42
Commuter Rail,750,September,2018,WKD,21800,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",43
Commuter Rail,750,October,2018,SAT,9373,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",44
Commuter Rail,750,October,2018,WKD,20114,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",45
Commuter Rail,750,November,2018,SAT,7977,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",46
Commuter Rail,750,November,2018,WKD,20112,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",47
Commuter Rail,750,December,2018,SAT,10915,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",48
Commuter Rail,750,December,2018,WKD,17574,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",49
Commuter Rail,750,January,2019,SAT,6608,"Farmington, W Bountiful, Midvale, Kaysville, Vineyard, Draper, Lehi, Clearfield, Harrisville, Sunset, Ogden, Millcreek, Lindon, N Salt Lake, Orem, S Jordan, Woods Cross, Layton, S Salt Lake, Bluffdale, American Fork, Sandy, SLC, Pleasant View, Roy","Utah, Weber, Davis, Salt Lake",50
Fixed Route Bus - Express,454,October,2017,WKD,30,"Grantsville, Salt Lake City","Tooele, Salt Lake",51
Fixed Route Bus - Express,454,November,2017,WKD,29,"Grantsville, Salt Lake City","Tooele, Salt Lake",52
Fixed Route Bus - Express,454,December,2017,WKD,28,"Grantsville, Salt Lake City","Tooele, Salt Lake",53
Fixed Route Bus - Express,454,January,2018,WKD,38,"Grantsville, Salt Lake City","Tooele, Salt Lake",54
Fixed Route Bus - Express,454,February,2018,WKD,39,"Grantsville, Salt Lake City","Tooele, Salt Lake",55
Fixed Route Bus - Express,454,March,2018,WKD,38,"Grantsville, Salt Lake City","Tooele, Salt Lake",56
Fixed Route Bus - Express,454,April,2018,WKD,40,"Grantsville, Salt Lake City","Tooele, Salt Lake",57
Fixed Route Bus - Express,454,May,2018,WKD,36,"Grantsville, Salt Lake City","Tooele, Salt Lake",58
Fixed Route Bus - Express,454,June,2018,WKD,37,"Grantsville, Salt Lake City","Tooele, Salt Lake",59
Fixed Route Bus - Express,454,July,2018,WKD,39,"Grantsville, Salt Lake City","Tooele, Salt Lake",60
Fixed Route Bus - Express,454,August,2018,WKD,39,"Grantsville, Salt Lake City","Tooele, Salt Lake",61
Fixed Route Bus - Express,454,September,2018,WKD,39,"Grantsville, Salt Lake City","Tooele, Salt Lake",62
Fixed Route Bus - Express,454,October,2018,WKD,39,"Grantsville, Salt Lake City","Tooele, Salt Lake",63
Fixed Route Bus - Express,454,November,2018,WKD,38,"Grantsville, Salt Lake City","Tooele, Salt Lake",64
Fixed Route Bus - Express,454,December,2018,SAT,0,"Grantsville, Salt Lake City","Tooele, Salt Lake",65
Fixed Route Bus - Express,454,December,2018,WKD,29,"Grantsville, Salt Lake City","Tooele, Salt Lake",66
Fixed Route Bus - Express,454,January,2019,WKD,35,"Grantsville, Salt Lake City","Tooele, Salt Lake",67
Fixed Route Bus - Express,454,February,2019,WKD,39,"Grantsville, Salt Lake City","Tooele, Salt Lake",68
Fixed Route Bus - Express,454,March,2019,WKD,32,"Grantsville, Salt Lake City","Tooele, Salt Lake",69
Fixed Route Bus - Express,454,April,2019,WKD,34,"Grantsville, Salt Lake City","Tooele, Salt Lake",70
Fixed Route Bus - Express,454,May,2019,WKD,33,"Grantsville, Salt Lake City","Tooele, Salt Lake",71
Fixed Route Bus - Express,454,June,2019,WKD,33,"Grantsville, Salt Lake City","Tooele, Salt Lake",72
Fixed Route Bus - Express,454,July,2019,WKD,31,"Grantsville, Salt Lake City","Tooele, Salt Lake",73
Fixed Route Bus - Express,454,August,2019,WKD,84,"Grantsville, Salt Lake City","Tooele, Salt Lake",74
Fixed Route Bus - Express,454,September,2019,WKD,115,"Grantsville, Salt Lake City","Tooele, Salt Lake",75
Fixed Route Bus - Express,454,October,2019,WKD,122,"Grantsville, Salt Lake City","Tooele, Salt Lake",76
Fixed Route Bus - Express,454,November,2019,WKD,116,"Grantsville, Salt Lake City","Tooele, Salt Lake",77
Fixed Route Bus - Express,454,December,2019,WKD,98,"Grantsville, Salt Lake City","Tooele, Salt Lake",78
Fixed Route Bus - Express,454,January,2020,WKD,111,"Grantsville, Salt Lake City","Tooele, Salt Lake",79
Fixed Route Bus - Express,454,February,2020,WKD,109,"Grantsville, Salt Lake City","Tooele, Salt Lake",80
Fixed Route Bus - Express,454,March,2020,WKD,73,"Grantsville, Salt Lake City","Tooele, Salt Lake",81
Fixed Route Bus - Express,454,April,2020,WKD,19,"Grantsville, Salt Lake City","Tooele, Salt Lake",82
Fixed Route Bus - Express,454,June,2020,WKD,23,"Grantsville, Salt Lake City","Tooele, Salt Lake",83
Fixed Route Bus - Express,806,January,2017,WKD,98,"Lehi, Saratoga Springs, Lindon, Orem, Eagle Mountain, American Fork",Utah,84
Fixed Route Bus - Express,806,February,2017,WKD,101,"Lehi, Saratoga Springs, Lindon, Orem, Eagle Mountain, American Fork",Utah,85
Fixed Route Bus - Express,806,March,2017,WKD,84,"Lehi, Saratoga Springs, Lindon, Orem, Eagle Mountain, American Fork",Utah,86
Fixed Route Bus - Express,806,April,2017,WKD,94,"Lehi, Saratoga Springs, Lindon, Orem, Eagle Mountain, American Fork",Utah,87
Fixed Route Bus - Express,806,May,2017,WKD,84,"Lehi, Saratoga Springs, Lindon, Orem, Eagle Mountain, American Fork",Utah,88
Fixed Route Bus - Express,806,June,2017,WKD,63,"Lehi, Saratoga Springs, Lindon, Orem, Eagle Mountain, American Fork",Utah,89
Fixed Route Bus - Express,806,July,2017,WKD,50,"Lehi, Saratoga Springs, Lindon, Orem, Eagle Mountain, American Fork",Utah,90
Fixed Route Bus - Express,806,August,2017,WKD,86,"Lehi, Saratoga Springs, Lindon, Orem, Eagle Mountain, American Fork",Utah,91
Fixed Route Bus - Express,806,September,2017,WKD,111,"Lehi, Saratoga Springs, Lindon, Orem, Eagle Mountain, American Fork",Utah,92
Fixed Route Bus - Express,806,October,2017,WKD,109,"Lehi, Saratoga Springs, Lindon, Orem, Eagle Mountain, American Fork",Utah,93
Fixed Route Bus - Express,806,November,2017,WKD,118,"Lehi, Saratoga Springs, Lindon, Orem, Eagle Mountain, American Fork",Utah,94
Fixed Route Bus - Express,806,December,2017,WKD,68,"Lehi, Saratoga Springs, Lindon, Orem, Eagle Mountain, American Fork",Utah,95
Fixed Route Bus - Express,806,January,2018,WKD,95,"Lehi, Saratoga Springs, Lindon, Orem, Eagle Mountain, American Fork",Utah,96
Fixed Route Bus - Express,806,February,2018,WKD,105,"Lehi, Saratoga Springs, Lindon, Orem, Eagle Mountain, American Fork",Utah,97
Fixed Route Bus - Express,806,March,2018,WKD,94,"Lehi, Saratoga Springs, Lindon, Orem, Eagle Mountain, American Fork",Utah,98
Fixed Route Bus - Express,806,April,2018,WKD,98,"Lehi, Saratoga Springs, Lindon, Orem, Eagle Mountain, American Fork",Utah,99
Fixed Route Bus - Express,806,May,2018,WKD,84,"Lehi, Saratoga Springs, Lindon, Orem, Eagle Mountain, American Fork",Utah,100
Fixed Route Bus - Express,472,December,2019,WKD,308,"Farmington, West Bountiful, Kaysville, Riverdale, Clearfield, Sunset, North Salt Lake, Bountiful, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake",101
Fixed Route Bus - Express,472,January,2020,WKD,387,"Farmington, West Bountiful, Kaysville, Riverdale, Clearfield, Sunset, North Salt Lake, Bountiful, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake",102
Fixed Route Bus - Express,472,February,2020,WKD,379,"Farmington, West Bountiful, Kaysville, Riverdale, Clearfield, Sunset, North Salt Lake, Bountiful, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake",103
Fixed Route Bus - Express,472,March,2020,WKD,180,"Farmington, West Bountiful, Kaysville, Riverdale, Clearfield, Sunset, North Salt Lake, Bountiful, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake",104
Fixed Route Bus - Express,472,April,2020,WKD,13,"Farmington, West Bountiful, Kaysville, Riverdale, Clearfield, Sunset, North Salt Lake, Bountiful, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake",105
Fixed Route Bus - Express,472,May,2020,WKD,25,"Farmington, West Bountiful, Kaysville, Riverdale, Clearfield, Sunset, North Salt Lake, Bountiful, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake",106
Fixed Route Bus - Express,472,June,2020,WKD,33,"Farmington, West Bountiful, Kaysville, Riverdale, Clearfield, Sunset, North Salt Lake, Bountiful, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake",107
Fixed Route Bus - Express,456,January,2017,WKD,41,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake",108
Fixed Route Bus - Express,456,February,2017,WKD,43,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake",109
Fixed Route Bus - Express,456,March,2017,WKD,43,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake",110
Fixed Route Bus - Express,456,April,2017,WKD,42,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake",111
Fixed Route Bus - Express,456,May,2017,WKD,44,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake",112
Fixed Route Bus - Express,456,June,2017,WKD,44,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake",113
Fixed Route Bus - Express,456,July,2017,WKD,39,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake",114
