Mode,LineAbbr,Month,Year,ServiceType,AvgBoardings,City,County,ObjectId
Fixed Route Bus - Regular,612,June,2019,SUN,499,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5398
Fixed Route Bus - Regular,612,June,2019,WKD,2023,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5399
Fixed Route Bus - Regular,612,July,2019,SAT,1325,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5400
Fixed Route Bus - Regular,612,July,2019,SUN,459,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5401
Fixed Route Bus - Regular,612,July,2019,WKD,2005,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5402
Fixed Route Bus - Regular,612,August,2019,SAT,1433,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5403
Fixed Route Bus - Regular,612,August,2019,SUN,469,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5404
Fixed Route Bus - Regular,612,August,2019,WKD,2075,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5405
Fixed Route Bus - Regular,612,September,2019,SAT,1282,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5406
Fixed Route Bus - Regular,612,September,2019,SUN,464,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5407
Fixed Route Bus - Regular,612,September,2019,WKD,2136,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5408
Fixed Route Bus - Regular,218,December,2017,WKD,397,"South Jordan, West Jordan",Salt Lake,5409
Fixed Route Bus - Regular,218,January,2018,SAT,114,"South Jordan, West Jordan",Salt Lake,5410
Fixed Route Bus - Regular,218,January,2018,WKD,419,"South Jordan, West Jordan",Salt Lake,5411
Fixed Route Bus - Regular,218,February,2018,SAT,127,"South Jordan, West Jordan",Salt Lake,5412
Fixed Route Bus - Regular,218,February,2018,WKD,418,"South Jordan, West Jordan",Salt Lake,5413
Fixed Route Bus - Regular,218,March,2018,SAT,122,"South Jordan, West Jordan",Salt Lake,5414
Fixed Route Bus - Regular,218,March,2018,WKD,404,"South Jordan, West Jordan",Salt Lake,5415
Fixed Route Bus - Regular,218,April,2018,SAT,159,"South Jordan, West Jordan",Salt Lake,5416
Fixed Route Bus - Regular,218,April,2018,WKD,461,"South Jordan, West Jordan",Salt Lake,5417
Fixed Route Bus - Regular,218,May,2018,SAT,152,"South Jordan, West Jordan",Salt Lake,5418
Fixed Route Bus - Regular,218,May,2018,WKD,466,"South Jordan, West Jordan",Salt Lake,5419
Fixed Route Bus - Regular,218,June,2018,SAT,138,"South Jordan, West Jordan",Salt Lake,5420
Fixed Route Bus - Regular,218,June,2018,WKD,456,"South Jordan, West Jordan",Salt Lake,5421
Fixed Route Bus - Regular,218,July,2018,SAT,124,"South Jordan, West Jordan",Salt Lake,5422
Fixed Route Bus - Regular,218,July,2018,WKD,454,"South Jordan, West Jordan",Salt Lake,5423
Fixed Route Bus - Regular,625,June,2019,WKD,312,"South Ogden, Harrisville, Ogden",Weber,5424
Fixed Route Bus - Regular,625,July,2019,SAT,136,"South Ogden, Harrisville, Ogden",Weber,5425
Fixed Route Bus - Regular,218,April,2020,WKD,152,"South Jordan, West Jordan",Salt Lake,5426
Fixed Route Bus - Regular,625,July,2019,WKD,281,"South Ogden, Harrisville, Ogden",Weber,5427
Fixed Route Bus - Regular,625,August,2019,SAT,174,"South Ogden, Harrisville, Ogden",Weber,5428
Fixed Route Bus - Regular,218,May,2020,SAT,117,"South Jordan, West Jordan",Salt Lake,5429
Fixed Route Bus - Regular,625,August,2019,WKD,323,"South Ogden, Harrisville, Ogden",Weber,5430
Fixed Route Bus - Regular,218,August,2018,SAT,159,"South Jordan, West Jordan",Salt Lake,5431
Fixed Route Bus - Regular,218,May,2020,WKD,172,"South Jordan, West Jordan",Salt Lake,5432
Fixed Route Bus - Regular,625,September,2019,SAT,158,"South Ogden, Harrisville, Ogden",Weber,5433
Fixed Route Bus - Regular,218,August,2018,WKD,486,"South Jordan, West Jordan",Salt Lake,5434
Fixed Route Bus - Regular,218,June,2020,SAT,94,"South Jordan, West Jordan",Salt Lake,5435
Fixed Route Bus - Regular,625,September,2019,WKD,414,"South Ogden, Harrisville, Ogden",Weber,5436
Fixed Route Bus - Regular,218,September,2018,SAT,147,"South Jordan, West Jordan",Salt Lake,5437
Fixed Route Bus - Regular,218,June,2020,WKD,144,"South Jordan, West Jordan",Salt Lake,5438
Fixed Route Bus - Regular,625,October,2019,SAT,152,"South Ogden, Harrisville, Ogden",Weber,5439
Fixed Route Bus - Regular,625,October,2019,WKD,394,"South Ogden, Harrisville, Ogden",Weber,5440
Fixed Route Bus - Regular,625,November,2019,SAT,184,"South Ogden, Harrisville, Ogden",Weber,5441
Fixed Route Bus - Regular,625,November,2019,WKD,389,"South Ogden, Harrisville, Ogden",Weber,5442
Fixed Route Bus - Regular,625,December,2019,SAT,144,"South Ogden, Harrisville, Ogden",Weber,5443
Fixed Route Bus - Regular,625,December,2019,WKD,284,"South Ogden, Harrisville, Ogden",Weber,5444
Fixed Route Bus - Regular,625,January,2020,SAT,150,"South Ogden, Harrisville, Ogden",Weber,5445
Fixed Route Bus - Regular,625,January,2020,WKD,349,"South Ogden, Harrisville, Ogden",Weber,5446
Fixed Route Bus - Regular,625,February,2020,SAT,169,"South Ogden, Harrisville, Ogden",Weber,5447
Fixed Route Bus - Regular,625,February,2020,WKD,370,"South Ogden, Harrisville, Ogden",Weber,5448
Fixed Route Bus - Regular,625,March,2020,SAT,130,"South Ogden, Harrisville, Ogden",Weber,5449
Fixed Route Bus - Regular,625,March,2020,WKD,259,"South Ogden, Harrisville, Ogden",Weber,5450
Fixed Route Bus - Regular,625,April,2020,SAT,132,"South Ogden, Harrisville, Ogden",Weber,5451
Fixed Route Bus - Regular,625,April,2020,WKD,176,"South Ogden, Harrisville, Ogden",Weber,5452
Fixed Route Bus - Regular,625,May,2020,SAT,137,"South Ogden, Harrisville, Ogden",Weber,5453
Fixed Route Bus - Regular,625,May,2020,WKD,188,"South Ogden, Harrisville, Ogden",Weber,5454
Fixed Route Bus - Regular,625,June,2020,SAT,149,"South Ogden, Harrisville, Ogden",Weber,5455
Fixed Route Bus - Regular,625,January,2017,SAT,151,"South Ogden, Harrisville, Ogden",Weber,5456
Fixed Route Bus - Regular,625,January,2017,WKD,318,"South Ogden, Harrisville, Ogden",Weber,5457
Fixed Route Bus - Regular,625,February,2017,SAT,191,"South Ogden, Harrisville, Ogden",Weber,5458
Fixed Route Bus - Regular,625,February,2017,WKD,345,"South Ogden, Harrisville, Ogden",Weber,5459
Fixed Route Bus - Regular,625,March,2017,SAT,195,"South Ogden, Harrisville, Ogden",Weber,5460
Fixed Route Bus - Regular,625,March,2017,WKD,341,"South Ogden, Harrisville, Ogden",Weber,5461
Fixed Route Bus - Regular,625,April,2017,SAT,200,"South Ogden, Harrisville, Ogden",Weber,5462
Fixed Route Bus - Regular,625,April,2017,WKD,353,"South Ogden, Harrisville, Ogden",Weber,5463
Fixed Route Bus - Regular,625,May,2017,SAT,192,"South Ogden, Harrisville, Ogden",Weber,5464
Fixed Route Bus - Regular,625,May,2017,WKD,323,"South Ogden, Harrisville, Ogden",Weber,5465
Fixed Route Bus - Regular,625,June,2017,SAT,190,"South Ogden, Harrisville, Ogden",Weber,5466
Fixed Route Bus - Regular,625,June,2017,WKD,332,"South Ogden, Harrisville, Ogden",Weber,5467
Fixed Route Bus - Regular,625,July,2017,SAT,194,"South Ogden, Harrisville, Ogden",Weber,5468
Fixed Route Bus - Regular,625,July,2017,WKD,333,"South Ogden, Harrisville, Ogden",Weber,5469
Fixed Route Bus - Regular,625,August,2017,SAT,180,"South Ogden, Harrisville, Ogden",Weber,5470
Fixed Route Bus - Regular,625,August,2017,WKD,361,"South Ogden, Harrisville, Ogden",Weber,5471
Fixed Route Bus - Regular,625,September,2017,SAT,190,"South Ogden, Harrisville, Ogden",Weber,5472
Fixed Route Bus - Regular,625,September,2017,WKD,444,"South Ogden, Harrisville, Ogden",Weber,5473
Fixed Route Bus - Regular,625,October,2017,SAT,174,"South Ogden, Harrisville, Ogden",Weber,5474
Fixed Route Bus - Regular,625,October,2017,WKD,432,"South Ogden, Harrisville, Ogden",Weber,5475
Fixed Route Bus - Regular,625,November,2017,SAT,190,"South Ogden, Harrisville, Ogden",Weber,5476
Fixed Route Bus - Regular,625,November,2017,WKD,402,"South Ogden, Harrisville, Ogden",Weber,5477
Fixed Route Bus - Regular,625,December,2017,SAT,156,"South Ogden, Harrisville, Ogden",Weber,5478
Fixed Route Bus - Regular,513,August,2018,WKD,116,"Salt Lake City, West Valley City",Salt Lake,5479
Fixed Route Bus - Regular,625,December,2017,WKD,309,"South Ogden, Harrisville, Ogden",Weber,5480
Fixed Route Bus - Regular,625,January,2018,SAT,161,"South Ogden, Harrisville, Ogden",Weber,5481
Fixed Route Bus - Regular,625,January,2018,WKD,390,"South Ogden, Harrisville, Ogden",Weber,5482
Fixed Route Bus - Regular,625,February,2018,SAT,163,"South Ogden, Harrisville, Ogden",Weber,5483
Fixed Route Bus - Regular,625,February,2018,WKD,397,"South Ogden, Harrisville, Ogden",Weber,5484
Fixed Route Bus - Regular,625,March,2018,SAT,168,"South Ogden, Harrisville, Ogden",Weber,5485
Fixed Route Bus - Regular,625,March,2018,WKD,375,"South Ogden, Harrisville, Ogden",Weber,5486
Fixed Route Bus - Regular,625,April,2018,SAT,140,"South Ogden, Harrisville, Ogden",Weber,5487
Fixed Route Bus - Regular,625,April,2018,WKD,345,"South Ogden, Harrisville, Ogden",Weber,5488
Fixed Route Bus - Regular,625,May,2018,SAT,137,"South Ogden, Harrisville, Ogden",Weber,5489
Fixed Route Bus - Regular,612,March,2017,SAT,1493,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5490
Fixed Route Bus - Regular,218,September,2018,WKD,522,"South Jordan, West Jordan",Salt Lake,5491
Fixed Route Bus - Regular,218,October,2018,SAT,136,"South Jordan, West Jordan",Salt Lake,5492
Fixed Route Bus - Regular,218,October,2018,WKD,494,"South Jordan, West Jordan",Salt Lake,5493
Fixed Route Bus - Regular,218,November,2018,SAT,129,"South Jordan, West Jordan",Salt Lake,5494
Fixed Route Bus - Regular,218,November,2018,WKD,485,"South Jordan, West Jordan",Salt Lake,5495
Fixed Route Bus - Regular,218,December,2018,SAT,126,"South Jordan, West Jordan",Salt Lake,5496
Fixed Route Bus - Regular,218,December,2018,WKD,401,"South Jordan, West Jordan",Salt Lake,5497
Fixed Route Bus - Regular,218,January,2019,SAT,126,"South Jordan, West Jordan",Salt Lake,5498
Fixed Route Bus - Regular,218,January,2019,WKD,438,"South Jordan, West Jordan",Salt Lake,5499
Fixed Route Bus - Regular,218,February,2019,SAT,136,"South Jordan, West Jordan",Salt Lake,5500
Fixed Route Bus - Regular,218,February,2019,WKD,440,"South Jordan, West Jordan",Salt Lake,5501
Fixed Route Bus - Regular,218,March,2019,SAT,142,"South Jordan, West Jordan",Salt Lake,5502
Fixed Route Bus - Regular,218,March,2019,WKD,457,"South Jordan, West Jordan",Salt Lake,5503
Fixed Route Bus - Regular,218,April,2019,SAT,157,"South Jordan, West Jordan",Salt Lake,5504
Fixed Route Bus - Regular,218,April,2019,WKD,457,"South Jordan, West Jordan",Salt Lake,5505
Fixed Route Bus - Regular,218,May,2019,SAT,148,"South Jordan, West Jordan",Salt Lake,5506
Fixed Route Bus - Regular,218,May,2019,WKD,452,"South Jordan, West Jordan",Salt Lake,5507
Fixed Route Bus - Regular,218,June,2019,SAT,158,"South Jordan, West Jordan",Salt Lake,5508
Fixed Route Bus - Regular,218,June,2019,WKD,453,"South Jordan, West Jordan",Salt Lake,5509
Fixed Route Bus - Regular,218,July,2019,SAT,154,"South Jordan, West Jordan",Salt Lake,5510
Fixed Route Bus - Regular,218,July,2019,WKD,455,"South Jordan, West Jordan",Salt Lake,5511
Fixed Route Bus - Regular,218,August,2019,SAT,180,"South Jordan, West Jordan",Salt Lake,5512
Fixed Route Bus - Regular,218,August,2019,WKD,481,"South Jordan, West Jordan",Salt Lake,5513
Fixed Route Bus - Regular,218,September,2019,SAT,152,"South Jordan, West Jordan",Salt Lake,5514
Fixed Route Bus - Regular,218,September,2019,WKD,519,"South Jordan, West Jordan",Salt Lake,5515
Fixed Route Bus - Regular,218,October,2019,SAT,161,"South Jordan, West Jordan",Salt Lake,5516
Fixed Route Bus - Regular,218,October,2019,WKD,483,"South Jordan, West Jordan",Salt Lake,5517
Fixed Route Bus - Regular,612,March,2017,SUN,364,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5518
Fixed Route Bus - Regular,612,March,2017,WKD,2257,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5519
Fixed Route Bus - Regular,612,April,2017,SAT,1649,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5520
Fixed Route Bus - Regular,612,April,2017,SUN,344,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5521
Fixed Route Bus - Regular,612,April,2017,WKD,2201,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5522
Fixed Route Bus - Regular,612,May,2017,SAT,1470,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5523
Fixed Route Bus - Regular,612,May,2017,SUN,364,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5524
Fixed Route Bus - Regular,612,May,2017,WKD,2290,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5525
Fixed Route Bus - Regular,612,June,2017,SAT,1558,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5526
Fixed Route Bus - Regular,612,June,2017,SUN,344,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5527
Fixed Route Bus - Regular,612,June,2017,WKD,2175,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5528
Fixed Route Bus - Regular,612,July,2017,SAT,1345,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5529
Fixed Route Bus - Regular,612,July,2017,SUN,357,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5530
Fixed Route Bus - Regular,612,July,2017,WKD,2095,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5531
Fixed Route Bus - Regular,612,August,2017,SAT,1514,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5532
Fixed Route Bus - Regular,612,August,2017,SUN,426,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5533
Fixed Route Bus - Regular,612,August,2017,WKD,2228,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5534
Fixed Route Bus - Regular,612,September,2017,SAT,1455,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5535
Fixed Route Bus - Regular,612,September,2017,SUN,479,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5536
Fixed Route Bus - Regular,612,September,2017,WKD,2285,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5537
Fixed Route Bus - Regular,612,October,2017,SAT,1466,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5538
Fixed Route Bus - Regular,612,October,2017,SUN,464,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5539
Fixed Route Bus - Regular,612,October,2017,WKD,2156,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5540
Fixed Route Bus - Regular,612,November,2017,SAT,1339,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5541
Fixed Route Bus - Regular,612,November,2017,SUN,521,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5542
Fixed Route Bus - Regular,612,November,2017,WKD,2101,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5543
Fixed Route Bus - Regular,612,December,2017,SAT,1283,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5544
Fixed Route Bus - Regular,612,December,2017,SUN,416,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5545
Fixed Route Bus - Regular,612,December,2017,WKD,1924,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5546
Fixed Route Bus - Regular,612,January,2018,SAT,1368,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5547
Fixed Route Bus - Regular,612,January,2018,SUN,481,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5548
Fixed Route Bus - Regular,612,January,2018,WKD,2079,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5549
Fixed Route Bus - Regular,612,February,2018,SAT,1433,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5550
Fixed Route Bus - Regular,612,February,2018,SUN,450,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5551
Fixed Route Bus - Regular,612,February,2018,WKD,2193,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5552
Fixed Route Bus - Regular,612,March,2018,SAT,1456,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5553
Fixed Route Bus - Regular,612,March,2018,SUN,397,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5554
Fixed Route Bus - Regular,612,March,2018,WKD,2117,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5555
Fixed Route Bus - Regular,612,April,2018,SAT,1357,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5556
Fixed Route Bus - Regular,612,April,2018,SUN,494,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5557
Fixed Route Bus - Regular,612,April,2018,WKD,2020,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5558
Fixed Route Bus - Regular,612,May,2018,SAT,1394,"South Ogden, Harrisville, Ogden, Washington Terrace, North Ogden",Weber,5559
Fixed Route Bus - Regular,513,September,2018,WKD,120,"Salt Lake City, West Valley City",Salt Lake,5560
Fixed Route Bus - Regular,513,October,2018,WKD,106,"Salt Lake City, West Valley City",Salt Lake,5561
Fixed Route Bus - Regular,513,November,2018,WKD,109,"Salt Lake City, West Valley City",Salt Lake,5562
Fixed Route Bus - Regular,513,December,2018,SAT,0,"Salt Lake City, West Valley City",Salt Lake,5563
Fixed Route Bus - Regular,513,December,2018,WKD,95,"Salt Lake City, West Valley City",Salt Lake,5564
Fixed Route Bus - Regular,513,January,2019,WKD,98,"Salt Lake City, West Valley City",Salt Lake,5565
Fixed Route Bus - Regular,513,February,2019,WKD,97,"Salt Lake City, West Valley City",Salt Lake,5566
Fixed Route Bus - Regular,513,March,2019,WKD,92,"Salt Lake City, West Valley City",Salt Lake,5567
Fixed Route Bus - Regular,513,April,2019,WKD,95,"Salt Lake City, West Valley City",Salt Lake,5568
Fixed Route Bus - Regular,513,May,2019,WKD,101,"Salt Lake City, West Valley City",Salt Lake,5569
Fixed Route Bus - Regular,513,June,2019,WKD,111,"Salt Lake City, West Valley City",Salt Lake,5570
Fixed Route Bus - Regular,513,July,2019,WKD,101,"Salt Lake City, West Valley City",Salt Lake,5571
Fixed Route Bus - Regular,513,August,2019,WKD,106,"Salt Lake City, West Valley City",Salt Lake,5572
Fixed Route Bus - Regular,513,September,2019,WKD,114,"Salt Lake City, West Valley City",Salt Lake,5573
Fixed Route Bus - Regular,513,October,2019,WKD,102,"Salt Lake City, West Valley City",Salt Lake,5574
Fixed Route Bus - Regular,513,November,2019,WKD,92,"Salt Lake City, West Valley City",Salt Lake,5575
Fixed Route Bus - Regular,513,December,2019,WKD,82,"Salt Lake City, West Valley City",Salt Lake,5576
Fixed Route Bus - Regular,513,January,2020,WKD,89,"Salt Lake City, West Valley City",Salt Lake,5577
Fixed Route Bus - Regular,513,February,2020,WKD,94,"Salt Lake City, West Valley City",Salt Lake,5578
Fixed Route Bus - Regular,513,March,2020,WKD,70,"Salt Lake City, West Valley City",Salt Lake,5579
Fixed Route Bus - Regular,513,April,2020,WKD,51,"Salt Lake City, West Valley City",Salt Lake,5580
Fixed Route Bus - Regular,513,May,2020,WKD,52,"Salt Lake City, West Valley City",Salt Lake,5581
Fixed Route Bus - Regular,513,June,2020,WKD,58,"Salt Lake City, West Valley City",Salt Lake,5582
Fixed Route Bus - Regular,218,January,2017,SAT,205,"South Jordan, West Jordan",Salt Lake,5583
Fixed Route Bus - Regular,218,January,2017,WKD,588,"South Jordan, West Jordan",Salt Lake,5584
Fixed Route Bus - Regular,218,February,2017,SAT,227,"South Jordan, West Jordan",Salt Lake,5585
Fixed Route Bus - Regular,218,February,2017,WKD,624,"South Jordan, West Jordan",Salt Lake,5586
Fixed Route Bus - Regular,218,March,2017,SAT,276,"South Jordan, West Jordan",Salt Lake,5587
Fixed Route Bus - Regular,218,March,2017,WKD,649,"South Jordan, West Jordan",Salt Lake,5588
Fixed Route Bus - Regular,218,April,2017,SAT,261,"South Jordan, West Jordan",Salt Lake,5589
Fixed Route Bus - Regular,218,April,2017,WKD,608,"South Jordan, West Jordan",Salt Lake,5590
Fixed Route Bus - Regular,218,May,2017,SAT,256,"South Jordan, West Jordan",Salt Lake,5591
Fixed Route Bus - Regular,218,May,2017,WKD,648,"South Jordan, West Jordan",Salt Lake,5592
Fixed Route Bus - Regular,218,June,2017,SAT,253,"South Jordan, West Jordan",Salt Lake,5593
Fixed Route Bus - Regular,218,June,2017,WKD,582,"South Jordan, West Jordan",Salt Lake,5594
Fixed Route Bus - Regular,218,July,2017,SAT,248,"South Jordan, West Jordan",Salt Lake,5595
Fixed Route Bus - Regular,218,July,2017,WKD,594,"South Jordan, West Jordan",Salt Lake,5596
Fixed Route Bus - Regular,218,August,2017,SAT,255,"South Jordan, West Jordan",Salt Lake,5597
Fixed Route Bus - Regular,218,August,2017,WKD,647,"South Jordan, West Jordan",Salt Lake,5598
Fixed Route Bus - Regular,218,September,2017,SAT,222,"South Jordan, West Jordan",Salt Lake,5599
Fixed Route Bus - Regular,218,September,2017,WKD,700,"South Jordan, West Jordan",Salt Lake,5600
Fixed Route Bus - Regular,21,March,2017,WKD,2201,"South Salt Lake, Salt Lake City",Salt Lake,5601
Fixed Route Bus - Regular,21,April,2017,SAT,753,"South Salt Lake, Salt Lake City",Salt Lake,5602
Fixed Route Bus - Regular,21,April,2017,SUN,238,"South Salt Lake, Salt Lake City",Salt Lake,5603
Fixed Route Bus - Regular,21,April,2017,WKD,2168,"South Salt Lake, Salt Lake City",Salt Lake,5604
Fixed Route Bus - Regular,21,May,2017,SAT,765,"South Salt Lake, Salt Lake City",Salt Lake,5605
Fixed Route Bus - Regular,21,May,2017,SUN,224,"South Salt Lake, Salt Lake City",Salt Lake,5606
Fixed Route Bus - Regular,21,May,2017,WKD,2033,"South Salt Lake, Salt Lake City",Salt Lake,5607
Fixed Route Bus - Regular,21,June,2017,SAT,782,"South Salt Lake, Salt Lake City",Salt Lake,5608
Fixed Route Bus - Regular,21,June,2017,SUN,241,"South Salt Lake, Salt Lake City",Salt Lake,5609
Fixed Route Bus - Regular,21,June,2017,WKD,1846,"South Salt Lake, Salt Lake City",Salt Lake,5610
Fixed Route Bus - Regular,21,July,2017,SAT,717,"South Salt Lake, Salt Lake City",Salt Lake,5611
Fixed Route Bus - Regular,21,July,2017,SUN,252,"South Salt Lake, Salt Lake City",Salt Lake,5612
Fixed Route Bus - Regular,21,July,2017,WKD,1787,"South Salt Lake, Salt Lake City",Salt Lake,5613
Fixed Route Bus - Regular,21,August,2017,SAT,828,"South Salt Lake, Salt Lake City",Salt Lake,5614
Fixed Route Bus - Regular,21,August,2017,SUN,262,"South Salt Lake, Salt Lake City",Salt Lake,5615
Fixed Route Bus - Regular,21,August,2017,WKD,2091,"South Salt Lake, Salt Lake City",Salt Lake,5616
Fixed Route Bus - Regular,21,September,2017,SAT,751,"South Salt Lake, Salt Lake City",Salt Lake,5617
Fixed Route Bus - Regular,21,September,2017,SUN,250,"South Salt Lake, Salt Lake City",Salt Lake,5618
Fixed Route Bus - Regular,21,September,2017,WKD,2363,"South Salt Lake, Salt Lake City",Salt Lake,5619
Fixed Route Bus - Regular,21,October,2017,SAT,837,"South Salt Lake, Salt Lake City",Salt Lake,5620
Fixed Route Bus - Regular,21,October,2017,SUN,268,"South Salt Lake, Salt Lake City",Salt Lake,5621
Fixed Route Bus - Regular,21,October,2017,WKD,2251,"South Salt Lake, Salt Lake City",Salt Lake,5622
Fixed Route Bus - Regular,21,November,2017,SAT,798,"South Salt Lake, Salt Lake City",Salt Lake,5623
Fixed Route Bus - Regular,21,November,2017,SUN,270,"South Salt Lake, Salt Lake City",Salt Lake,5624
Fixed Route Bus - Regular,21,November,2017,WKD,2306,"South Salt Lake, Salt Lake City",Salt Lake,5625
Fixed Route Bus - Regular,21,December,2017,SAT,619,"South Salt Lake, Salt Lake City",Salt Lake,5626
Fixed Route Bus - Regular,35M,September,2017,WKD,2881,"South Salt Lake, West Valley City",Salt Lake,5627
Fixed Route Bus - Regular,21,December,2017,SUN,194,"South Salt Lake, Salt Lake City",Salt Lake,5628
Fixed Route Bus - Regular,21,December,2017,WKD,1878,"South Salt Lake, Salt Lake City",Salt Lake,5629
Fixed Route Bus - Regular,21,January,2018,SAT,660,"South Salt Lake, Salt Lake City",Salt Lake,5630
Fixed Route Bus - Regular,21,January,2018,SUN,245,"South Salt Lake, Salt Lake City",Salt Lake,5631
Fixed Route Bus - Regular,21,January,2018,WKD,2103,"South Salt Lake, Salt Lake City",Salt Lake,5632
Fixed Route Bus - Regular,21,February,2018,SAT,669,"South Salt Lake, Salt Lake City",Salt Lake,5633
Fixed Route Bus - Regular,21,February,2018,SUN,225,"South Salt Lake, Salt Lake City",Salt Lake,5634
Fixed Route Bus - Regular,21,February,2018,WKD,2201,"South Salt Lake, Salt Lake City",Salt Lake,5635
Fixed Route Bus - Regular,21,March,2018,SAT,712,"South Salt Lake, Salt Lake City",Salt Lake,5636
Fixed Route Bus - Regular,21,March,2018,SUN,218,"South Salt Lake, Salt Lake City",Salt Lake,5637
Fixed Route Bus - Regular,21,March,2018,WKD,2073,"South Salt Lake, Salt Lake City",Salt Lake,5638
Fixed Route Bus - Regular,21,April,2018,SAT,791,"South Salt Lake, Salt Lake City",Salt Lake,5639
Fixed Route Bus - Regular,21,April,2018,SUN,227,"South Salt Lake, Salt Lake City",Salt Lake,5640
Fixed Route Bus - Regular,21,April,2018,WKD,2038,"South Salt Lake, Salt Lake City",Salt Lake,5641
Fixed Route Bus - Regular,21,May,2018,SAT,708,"South Salt Lake, Salt Lake City",Salt Lake,5642
Fixed Route Bus - Regular,21,May,2018,SUN,219,"South Salt Lake, Salt Lake City",Salt Lake,5643
Fixed Route Bus - Regular,21,May,2018,WKD,1866,"South Salt Lake, Salt Lake City",Salt Lake,5644
Fixed Route Bus - Regular,21,June,2018,SAT,738,"South Salt Lake, Salt Lake City",Salt Lake,5645
Fixed Route Bus - Regular,21,June,2018,SUN,232,"South Salt Lake, Salt Lake City",Salt Lake,5646
Fixed Route Bus - Regular,21,June,2018,WKD,1781,"South Salt Lake, Salt Lake City",Salt Lake,5647
Fixed Route Bus - Regular,21,July,2018,SAT,670,"South Salt Lake, Salt Lake City",Salt Lake,5648
Fixed Route Bus - Regular,21,July,2018,SUN,243,"South Salt Lake, Salt Lake City",Salt Lake,5649
Fixed Route Bus - Regular,21,July,2018,WKD,1727,"South Salt Lake, Salt Lake City",Salt Lake,5650
